cluster,gene,logFC
CD8 T Terminally Exhausted,KRT86,2.41366211847054
CD8 T Terminally Exhausted,ACP5,1.84186550026256
CD8 T Terminally Exhausted,CXCR6,1.65964418534576
CD8 T Terminally Exhausted,HMOX1,1.64913373341382
CD8 T Terminally Exhausted,LAYN,1.55590443304678
CD8 T Terminally Exhausted,HAVCR2,1.40506541107792
CD8 T Terminally Exhausted,PRF1,1.4028620756241
CD8 T Terminally Exhausted,SLC2A8,1.37364577985765
CD8 T Terminally Exhausted,CHST12,1.24724925620994
CD8 T Terminally Exhausted,GALNT2,1.2263636551767
CD8 T Terminally Exhausted,ENTPD1,1.09207581058085
CD8 T Terminally Exhausted,LAG3,1.06010002471461
CD8 T Terminally Exhausted,GZMB,1.05551708142854
CD8 T Terminally Exhausted,PDCD1,1.05061390121187
CD8 T Terminally Exhausted,CARD16,0.969726451543704
CD8 T Terminally Exhausted,CTLA4,0.943809109091187
CD8 T Terminally Exhausted,SLA2,0.884998979389214
CD8 T Terminally Exhausted,CD27,0.801353601489428
CD8 T Terminally Exhausted,RALA,0.76142181318444
CD8 T Terminally Exhausted,VCAM1,0.759554508444922
CD8 T Terminally Exhausted,SYNGR2,0.755556793469855
CD8 T Terminally Exhausted,NKG7,0.750613869162305
CD8 T Terminally Exhausted,LSP1,0.715904720595231
CD8 T Terminally Exhausted,CCL5,0.712148545860246
CD8 T Terminally Exhausted,LMNA,-0.727604716656955
CD8 T Terminally Exhausted,ANXA1,-0.871862204306731
CD8 T Terminally Exhausted,GPR183,-1.81705696924706
CD8 T Terminally Exhausted,CCR7,-2.02795339162682
CD8 T Terminally Exhausted,IL7R,-2.05881627575315
CD8 T Terminally Exhausted,TCF7,-2.32305833137122
CD8 T Terminally Exhausted,MTSS1,1.07905432540694
CD8 T Terminally Exhausted,PTMS,0.706049616667268
CD8 T Terminally Exhausted,BATF,0.707351669125533
CD8 T Terminally Exhausted,MCUB,-1.03582622563057
CD8 T Terminally Exhausted,MBP,-1.00516112539038
CD8 T Terminally Exhausted,FOS,-1.26625435779842
CD8 T Terminally Exhausted,RAB27A,0.739748286007297
CD8 T Terminally Exhausted,CD63,0.733113869941811
CD8 T Terminally Exhausted,HOPX,1.13688165190377
CD8 T Terminally Exhausted,TNFRSF18,0.879747020102702
CD8 T Terminally Exhausted,GADD45B,-1.17074660717941
CD8 T Terminally Exhausted,PLPP1,1.06967199275381
CD8 T Terminally Exhausted,MCM5,0.853156453521021
CD8 T Terminally Exhausted,HMGA1,-0.935381078322009
CD8 T Terminally Exhausted,TNFSF10,0.864146198926209
CD8 T Terminally Exhausted,XCL1,-1.27697105949256
CD8 T Terminally Exhausted,PLK3,-0.809412865049898
CD8 T Terminally Exhausted,TAGAP,-0.732106183597437
CD8 T Terminally Exhausted,AHI1,0.753226567983639
CD8 T Terminally Exhausted,RARA,-0.880920196106002
CD8 T Terminally Exhausted,FOSB,-0.931533969225081
CD8 T Terminally Exhausted,CTSB,0.709406982533616
CD8 T Terminally Exhausted,XCL2,-1.23906786130626
CD8 T Terminally Exhausted,PLSCR1,0.782067772878477
CD8 T Terminally Exhausted,TUBB2A,-0.716931466989665
CD8 T Terminally Exhausted,CDC42EP3,-0.72217544010195
CD8 T Terminally Exhausted,CARS,0.850409711138628
CD8 T Terminally Exhausted,DUSP1,-0.712521306215584
CD8 T Terminally Exhausted,DNAJB1,-0.917260335593206
CD8 T Terminally Exhausted,HSPA1B,-1.22503294341476
CD8 T Effector Memory 1,GYG1,0.817221315999364
CD8 T Effector Memory 1,GPR183,0.700182232121544
CD8 T Effector Memory 1,CXCL13,-1.734487320223
CD8 T Effector Memory 1,HSPB1,-1.20960490158612
CD8 T Effector Memory 1,GLUL,0.875381660189263
CD8 T Effector Memory 1,HMOX1,-1.75575809584771
CD8 T Effector Memory 1,HSP90AA1,-0.736269669212387
CD8 T Effector Memory 1,PERP,0.809685148858514
CD8 T Effector Memory 1,GEM,-1.44828520927838
CD8 T Effector Memory 1,VCAM1,-1.34584932401854
CD8 T Effector Memory 1,DNAJA1,-0.802052529032704
CD8 T Effector Memory 1,CD27,-0.869287260005632
CD8 T Effector Memory 1,HSPA1A,-1.1906397473464
CD8 T Effector Memory 1,ID3,-0.957854357518429
CD8 T Effector Memory 1,NR4A2,-1.02390940602623
CD8 T Effector Memory 1,HSPA1B,-2.03197456154644
CD8 T Effector Memory 1,HSPD1,-0.714001598759675
CD8 T Effector Memory 1,JUNB,-0.854128605940784
CD8 T Effector Memory 1,LAG3,-0.745652029797705
CD8 T Effector Memory 1,HSPH1,-0.721702632216335
CD8 T Effector Memory 1,RGS2,-0.900194745416796
CD8 T Effector Memory 1,RGS1,-0.848416499540019
CD8 T Effector Memory 1,GATA3,-0.790025288302354
CD8 T Effector Memory 1,PHLDA1,-0.730273409157251
CD8 T Effector Memory 1,FOSB,-1.02241205270287
CD8 T Effector Memory 1,DUSP1,-0.977568237733375
CD8 T Effector Memory 1,NFKBIA,-0.740723170118946
CD8 T Effector Memory 1,DNAJB1,-1.34385686016115
CD8 T Effector Memory 1,PDCD1,-0.762572677171873
CD8 T Effector Memory 1,RHOB,-0.821482639607861
CD8 T Effector Memory 1,ICOS,-0.706979539070785
CD8 T Effector Memory 1,BHLHE40,-0.804345087729431
CD8 T Effector Memory 1,HLA-DRB1,-0.693377826760718
CD8 T Effector Memory 1,ZFAND2A,-0.890822333384052
CD8 T Effector Memory 1,CCL4,-0.930144146647086
CD8 T Effector Memory 1,FOS,-0.984263853921758
CD8 T Effector Memory 1,TUBB,-0.811373111454078
CD8 T Effector Memory 2,S1PR1,1.30658994149718
CD8 T Effector Memory 2,GPR183,1.06405522718794
CD8 T Effector Memory 2,CCR7,0.920802858545007
CD8 T Effector Memory 2,ANXA1,0.889853865281436
CD8 T Effector Memory 2,TCF7,0.861874130617612
CD8 T Effector Memory 2,IL7R,0.823460286886093
CD8 T Effector Memory 2,MBP,0.790071156047198
CD8 T Effector Memory 2,VIM,0.778031218808326
CD8 T Effector Memory 2,NKG7,-0.846651033990049
CD8 T Effector Memory 2,CTSW,-0.870257727589723
CD8 T Effector Memory 2,DUSP4,-0.998224190792618
CD8 T Effector Memory 2,HSPH1,-1.00401396585311
CD8 T Effector Memory 2,HSPE1,-1.01373991433219
CD8 T Effector Memory 2,LSP1,-1.01881205630859
CD8 T Effector Memory 2,HSPD1,-1.0483086639454
CD8 T Effector Memory 2,DNAJA1,-1.0757210918081
CD8 T Effector Memory 2,CD74,-1.10665666962256
CD8 T Effector Memory 2,HLA-DRB5,-1.11383806240563
CD8 T Effector Memory 2,HLA-DPB1,-1.14394748021679
CD8 T Effector Memory 2,HSP90AA1,-1.16946622578283
CD8 T Effector Memory 2,GZMB,-1.30181938486978
CD8 T Effector Memory 2,LAG3,-1.34522404763341
CD8 T Effector Memory 2,CD27,-1.36603731607116
CD8 T Effector Memory 2,HLA-DPA1,-1.40244364955962
CD8 T Effector Memory 2,HLA-DQA1,-1.54070639056988
CD8 T Effector Memory 2,HLA-DRB1,-1.56975417736302
CD8 T Effector Memory 2,HSPB1,-1.68655053003565
CD8 T Effector Memory 2,VCAM1,-1.75609305606106
CD8 T Effector Memory 2,HLA-DRA,-1.80839785803912
CD8 T Effector Memory 2,HSPA1A,-1.87966100923688
CD8 T Effector Memory 2,CXCL13,-2.42982162378235
CD8 T Effector Memory 2,GEM,-1.94027077770027
CD8 T Effector Memory 2,S100A4,-0.865874419317214
CD8 T Effector Memory 2,RGS1,-1.25244482387553
CD8 T Effector Memory 2,PTMS,-1.18021461894559
CD8 T Effector Memory 2,HMOX1,-2.05283417649327
CD8 T Effector Memory 2,GZMA,-0.953217831903755
CD8 T Effector Memory 2,MCUB,0.793261452997868
CD8 T Effector Memory 2,HSPA1B,-2.49201332592385
CD8 T Effector Memory 2,BATF,-0.979570583382412
CD8 T Effector Memory 2,IL32,-0.735506296343433
CD8 T Effector Memory 2,HLA-DMA,-1.4946374520424
CD8 T Effector Memory 2,TNFRSF9,-0.830153090665318
CD8 T Effector Memory 2,LGALS1,-1.15975311956852
CD8 T Effector Memory 2,CD82,-0.920667077715449
CD8 T Effector Memory 2,HMGB2,-1.01508489294383
CD8 T Effector Memory 2,ID2,-0.923259592880343
CD8 T Effector Memory 2,CCL4,-1.19341685098308
CD8 T Effector Memory 2,PSMB9,-0.733615469705401
CD8 T Effector Memory 2,NR4A2,-1.12821487208194
CD8 T Effector Memory 2,GZMH,-0.85106157338169
CD8 T Effector Memory 2,RGS2,-1.12567148467615
CD8 T Effector Memory 2,BST2,-0.894497345753177
CD8 T Effector Memory 2,DNAJB1,-1.59540761228686
CD8 T Effector Memory 2,CACYBP,-0.861992367323525
CD8 T Effector Memory 2,CARD16,-1.11971345685965
CD8 T Effector Memory 2,PDCD1,-1.15040520891042
CD8 T Effector Memory 2,PRF1,-0.945493259507844
CD8 T Effector Memory 2,ID3,-0.884443100149442
CD8 T Effector Memory 2,FYB1,-0.804245169960843
CD8 T Effector Memory 2,ITGB2,-0.797780394301396
CD8 T Effector Memory 2,ICOS,-1.03365932466342
CD8 T Effector Memory 2,CHST12,-0.971611386911415
CD8 T Effector Memory 2,ANXA6,-0.854806301762264
CD8 T Effector Memory 2,FABP5,-0.765438715809114
CD8 T Effector Memory 2,JUNB,-0.846052158794599
CD8 T Effector Memory 2,TNFSF10,-1.04478756803639
CD8 T Effector Memory 2,PHLDA1,-0.847348733503141
CD8 T Effector Memory 2,LDLRAD4,-0.808349284823422
CD8 T Effector Memory 2,EVL,-0.825474840782141
CD8 T Effector Memory 2,AHSA1,-0.818360492869497
CD8 T Effector Memory 2,DOK2,-0.787560717106784
CD8 T Effector Memory 2,BHLHE40,-0.973080111231104
CD8 T Effector Memory 2,CRTAM,-1.08075990668705
CD8 T Effector Memory 2,TYMP,-0.880749788663174
CD8 T Effector Memory 2,TSPO,-0.732908319630949
CD8 T Effector Memory 2,ISG15,-0.709982330514563
CD8 T Effector Memory 2,HLA-DQB1,-0.770165318480085
CD8 T Effector Memory 2,SH3BGRL,-0.715614863204856
CD8 T Effector Memory 2,GALM,-0.861174993643996
CD8 T Effector Memory 2,PMAIP1,-0.698804416636089
CD8 T Effector Memory 2,MTHFD2,-0.702578891856366
CD8 T Effector Memory 2,XCL1,-1.01475919008234
CD8 T Effector Memory 2,GCLM,0.713660383614558
CD8 T Effector Memory 2,ZFAND2A,-1.06368540144708
CD8 T Effector Memory 2,CHORDC1,-0.759769068830281
CD8 T Effector Memory 2,MIR155HG,-0.784779291423829
CD8 T Effector Memory 2,CTSB,-0.775036351594749
CD8 T Effector Memory 2,FKBP4,-0.723976918486764
CD8 T Effector Memory 2,FOSB,-0.815030418505375
CD8 T Effector Memory 2,GLA,-0.731156024831471
CD8 T Effector Memory 2,DUSP1,-0.705953036509151
CD8 T Effector Memory 2,TUBB,-0.696002244904018
CD8 T Activated,EGR1,2.62849405630852
CD8 T Activated,HSPA6,2.46206078905256
CD8 T Activated,FOS,2.21482500995121
CD8 T Activated,HSPA1B,2.10980648063571
CD8 T Activated,GADD45B,2.04236094757768
CD8 T Activated,NR4A1,2.00917472672783
CD8 T Activated,FOSB,1.9022311644462
CD8 T Activated,ATF3,1.84160673239713
CD8 T Activated,DNAJB1,1.82196494726169
CD8 T Activated,DUSP1,1.78372036403434
CD8 T Activated,JUNB,1.5563221708926
CD8 T Activated,CD69,1.48934868033738
CD8 T Activated,NR4A2,1.47286776296496
CD8 T Activated,NFKBIA,1.46868777545243
CD8 T Activated,PPP1R15A,1.35338577183846
CD8 T Activated,KLF6,1.3337987976229
CD8 T Activated,DNAJA1,1.11869118082026
CD8 T Activated,JUN,1.08951460592444
CD8 T Activated,SRSF7,1.0262429348368
CD8 T Activated,TSC22D3,0.954291115283037
CD8 T Activated,HSPA8,0.815840691221882
CD8 T Activated,GAPDH,-0.857877458352186
CD8 T Activated,SLC2A3,1.27479220753502
CD8 T Activated,ZFP36L1,1.08757479103373
CD8 T Activated,S100A11,-0.869220240424861
CD8 T Activated,IER2,1.30745243375041
CD8 T Activated,HSPA1A,1.29627092474166
CD8 T Activated,EIF4A2,1.08653504890074
CD8 T Activated,TGFB1,-0.855682008492659
CD8 T Activated,IFRD1,1.22501762108228
CD8 T Activated,CCNL1,1.09889347460011
CD8 T Activated,BRD2,0.802972496990227
CD8 T Activated,HSP90AB1,0.694700211264034
CD8 T Activated,TUBB4B,0.933253723250572
CD8 T Activated,PNRC1,0.777507933397033
CD8 T Activated,APOBEC3G,-0.829356556466563
CD8 T Activated,HSPH1,0.895939047512686
CD8 T Activated,RSRP1,1.28491806959603
CD8 T Activated,PKM,-0.816969980941204
CD8 T Activated,SERTAD1,1.23500508967508
CD8 T Activated,S100A10,-0.733553542113261
CD8 T Activated,ANXA2,-1.05367097453357
CD8 T Activated,DEDD2,1.31450810328747
CD8 T Activated,TNFAIP3,0.775115150609993
CD8 T Activated,KLF10,1.63515600820525
CD8 T Activated,ZFP36L2,0.81857744926776
CD8 T Activated,KLF2,1.51580131671002
CD8 T Activated,ISG20,-1.01052312231706
CD8 T Activated,LSP1,-0.740928206442332
CD8 T Activated,ZFAND2A,1.31209494879502
CD8 T Activated,ENO1,-0.697995502819541
CD8 T Activated,H2AFX,1.1812038092941
CD8 T Activated,CLK1,1.09415109589166
CD8 T Activated,EIF5,0.763129892074689
CD8 T Activated,PPP1CA,-0.824685652457478
CD8 T Activated,RSRC2,1.08410972465718
CD8 T Activated,PRF1,-1.32813137306812
CD8 T Activated,BTG2,1.23384935799768
CD8 T Activated,RARRES3,-0.805530845415563
CD8 T Activated,ATP5MF,-0.818488961406781
CD8 T Activated,MYLIP,1.40499755717737
CD8 T Activated,SLA2,-1.16230392658369
CD8 T Activated,CSRNP1,0.999854302901403
CD8 T Activated,MT2A,-0.75139901764569
CD8 T Activated,ID2,1.04231387830582
CD8 T Activated,FKBP1A,-0.761152610058525
CD8 T Activated,CXCR3,-0.886950534708769
CD8 T Activated,WDR1,-0.768930727606082
CD8 T Activated,PSMB9,-0.699731892200213
CD8 T Activated,ZC3H12A,1.23445241710247
CD8 T Activated,BAG3,1.26054432607778
CD8 T Activated,SNHG12,1.31043526820516
CD8 T Activated,ATP5MD,-0.790760552017535
CD8 T Activated,CHST12,-1.32545372478507
CD8 T Activated,COX5A,-0.761529087128832
CD8 T Activated,ISG15,-0.898588381264121
CD8 T Activated,OASL,-0.701272148043212
CD8 T Activated,RABAC1,-0.772263676566475
CD8 T Activated,ANXA5,-0.785280790913171
CD8 T Activated,GZMB,-1.16534027180562
CD8 T Activated,DDIT4,1.14701540247398
CD8 T Activated,ATP1B3,-0.735765169068384
CD8 T Activated,SNHG15,1.08907130915758
CD8 T Activated,NR4A3,1.14952505382447
CD8 T Activated,RBX1,-0.80116446998808
CD8 T Activated,UBE2L6,-0.792032442142455
CD8 T Activated,ATP6V1F,-0.765639367877699
CD8 T Activated,ZFAS1,0.94427588637738
CD8 T Activated,FUS,0.726316764484619
CD8 T Activated,BRK1,-0.710637556278297
CD8 T Activated,DYNLRB1,-0.769487134649422
CD8 T Activated,REL,0.787617246167652
CD8 T Activated,CYB5R3,-0.893890344734116
CD8 T Activated,TAGAP,0.937887677465929
CD8 T Activated,APOBEC3C,-0.787465044801609
CD8 T Activated,GGA2,-0.852349548163033
CD8 T Activated,MEAF6,-0.727101675442103
CD8 T Activated,ATF4,1.00717537703507
CD8 T Activated,AP2M1,-0.750880350703587
CD8 T Activated,RASGEF1B,1.22396043366702
CD8 T Activated,PDCD5,-0.949657581855051
CD8 T Activated,PRDX5,-0.753618262998118
CD8 T Activated,DDIT3,1.22403093453424
CD8 T Activated,NEU1,0.800527369808684
CD8 T Activated,SNHG8,1.07941249353169
CD8 T Activated,NDUFS6,-0.76543694039113
CD8 T Activated,TIGIT,-0.866976152101627
CD8 T Activated,CD63,-0.763240186513231
CD8 T Activated,ZNF331,0.77650363063939
CD8 T Activated,ARPC1B,-0.788725789303165
CD8 T Activated,AP2S1,-0.819472449540118
CD8 T Activated,NUTF2,-0.918644321613979
CD8 T Activated,CITED2,1.08913312687051
CD8 T Activated,C4orf48,-1.03195404171407
CD8 T Activated,IFI6,-0.97186117870554
CD8 T Activated,SELPLG,-0.698663549685598
CD8 T Activated,TXNIP,1.46088881632768
CD8 T Activated,SBDS,0.897455649751473
CD8 T Activated,NDUFA12,-0.738828607390645
CD8 T Activated,LGALS3,-1.1070591987607
CD8 T Activated,TOB1,0.991783566839744
CD8 T Activated,PIM2,1.01481259390795
CD8 T Activated,ZC3HAV1,0.719284478538659
CD8 T Activated,YWHAH,-0.852122197967359
CD8 T Activated,SRSF3,0.917053916743019
CD8 T Activated,TWF2,-0.697410760210644
CD8 T Activated,UBE2E3,-0.990035067169093
CD8 T Activated,MX1,-0.903005108698475
CD8 T Activated,NEDD8,-0.736296307286981
CD8 T Activated,TMEM43,-0.715853941710338
CD8 T Activated,PLK3,0.927523884566891
CD8 T Activated,CCNDBP1,-0.697068593764723
CD8 T Activated,TNFSF10,-1.14648877951052
CD8 T Activated,MGST3,-0.787912344174028
CD8 T Activated,TIPARP,1.11638191587226
CD8 T Activated,TALDO1,-0.750744389725707
CD8 T Activated,ZFAND5,0.773494466709356
CD8 T Activated,NFKBIZ,1.125084401428
CD8 T Activated,CARHSP1,-0.8208246377944
CD8 T Activated,POLR2I,-0.702757918114165
CD8 T Activated,AP1M1,-0.767649357211702
CD8 T Activated,CCL4,1.40863251268387
CD8 T Activated,PER1,0.891358066132768
CD8 T Activated,ITGAE,-0.760910421909886
CD8 T Activated,CHORDC1,0.960361160265788
CD8 T Activated,CD58,-0.746528943126933
CD8 T Activated,UBE2S,0.935203277805977
CD8 T Activated,DDX3X,0.723230069356437
CD8 T Activated,CTSB,-0.803121265014671
CD8 T Activated,RHOH,0.720933944922004
CD8 T Activated,STK17B,0.694289791242784
CD8 T Activated,EIF4A3,0.75527819803253
CD8 T Activated,APLP2,-0.768819992281011
CD8 T Activated,VPS35,-0.750980500087519
CD8 T Activated,PPP1R10,1.05670721519105
CD8 T Activated,CCL4L2,1.36253498316456
CD8 T Activated,TYMP,-0.742651229363042
CD8 T Activated,PTGER4,0.893968959509515
CD8 T Activated,CKS2,0.886801371760059
CD8 T Activated,CHMP1B,1.04314821437935
CD8 T Activated,TRA2B,0.836818790346954
CD8 T Activated,KLRD1,-0.746793178275223
CD8 T Activated,PLEC,-0.824270983760193
CD8 T Activated,ODC1,0.732672043864108
CD8 T Activated,CHD2,0.720067210498243
CD8 T Activated,SAMD9,-0.743079325927972
CD8 T Activated,TUBB2A,0.923500620869738
CD8 T Activated,SLC1A5,0.829616004377026
CD8 T Activated,AMD1,0.784210968812499
CD8 T Activated,MRPL18,1.03095459842545
CD8 T Activated,HBP1,0.745870743499422
CD8 T Activated,STMN1,-0.732941998952822
CD8 T Activated,GYG1,-0.698845538470825
CD8 T Activated,TUBB,-0.792484482060904
CD8 T Activated,SLC38A2,0.767331468848653
CD8 T Activated,CD55,1.06762762156931
CD8 T Activated,TCP1,0.724143332009515
CD8 T Activated,CCNH,0.865176758780811
CD8 T Activated,IFNG,1.29260119993253
CD8 T Activated,DDX3Y,0.744886189000943
CD8 T Activated,RGS2,0.842231542530687
CD8 T Activated,ELL2,0.742457403965671
CD8 T Activated,CDKN1A,0.830199238910692
CD8 T Activated,YTHDC1,0.731648723509523
CD8 T Activated,CCDC59,0.717792355653006
CD8 T Activated,RSBN1,0.726621711608065
CD8 T Activated,PNP,0.740404623156777
CD8 T Activated,C1orf52,0.760811132349289
CD8 T Activated,CDC42EP3,0.755516842765182
CD8 T Activated,VSIR,0.711849099263372
CD8 T Activated,RHOB,0.733514213415867
CD8 T Progenitor Exhausted,CAV1,1.76319721508531
CD8 T Progenitor Exhausted,GNG4,1.73794563282177
CD8 T Progenitor Exhausted,XCL1,1.53814383282147
CD8 T Progenitor Exhausted,CRTAM,1.34499575794135
CD8 T Progenitor Exhausted,CXCL13,1.20593748785878
CD8 T Progenitor Exhausted,GEM,1.16713365557095
CD8 T Progenitor Exhausted,XCL2,1.12592137166148
CD8 T Progenitor Exhausted,ANXA1,-1.51693427781849
CD8 T Progenitor Exhausted,HLA-DRA,0.992185561947773
CD8 T Progenitor Exhausted,BAG3,1.278295299062
CD8 T Progenitor Exhausted,HSPA1B,0.912303555139892
CD8 T Progenitor Exhausted,HLA-DQA1,1.08012518632868
CD8 T Progenitor Exhausted,HSPB1,0.92256958967206
CD8 T Progenitor Exhausted,FABP5,0.933708841904306
CD8 T Progenitor Exhausted,FTH1,-0.720940645710826
CD8 T Progenitor Exhausted,SERPINH1,1.44991306408881
CD8 T Progenitor Exhausted,HLA-DPA1,0.873713040294278
CD8 T Progenitor Exhausted,HLA-DRB1,0.923749340788092
CD8 T Progenitor Exhausted,HSPA1A,1.02931333849207
CD8 T Progenitor Exhausted,RGS2,0.857740172100719
CD8 T Progenitor Exhausted,CD74,0.757701130473185
CD8 T Progenitor Exhausted,HSPD1,0.784633744470633
CD8 T Progenitor Exhausted,HSPA6,0.99747540528401
CD8 T Progenitor Exhausted,HSPE1,0.730708801904038
CD8 T Progenitor Exhausted,CD82,0.706126836050751
